chat_id;overall;adverb;article;auxverb;conj;ipron;negate;negemo;posemo;ppron;prep;trait
0C5C0956-F967-45CE-A9F2-70C81BC0B025;0.812078350547051;0.8994169096209913;0.932674490426189;0.4376108811354228;0.9029391660970608;0.7910256410256411;0.7916666666666667;0.7884615384615385;0.7916083916083916;0.8092175777063237;0.9320754716981132;introvert
FE6358E0-074F-40F1-8265-13FAF62B6F55;0.9146171516448383;0.9089974293059127;0.7925881649731022;0.9777029869583508;0.9731589814177564;0.9558823529411765;0.9558359621451104;0.9558359621451104;0.8117647058823529;0.9889415481832544;0.7638297872340425;extrovert
A2875332-D5D2-4A25-B460-FB60DB61F4DF;0.7042570962919641;0.7958188153310104;0.7011363636363637;0.6702870442203259;0.974524578399713;0.6334440753045404;0.35446685878962525;0.0;0.0;0.6334440753045404;0.8709349593495935;extrovert
44F4A98A-40CE-4B38-9864-358B1BDEFF14;0.8099609442933671;0.9064935064935066;0.538728323699422;0.8399002493765586;0.9182902006397208;0.8262331838565022;0.9384460141271443;0.0;0.9971428571428572;0.8976303317535546;0.6139657444005271;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;0.4269385114194173;0.0;0.8573388203017833;0.8570449091532396;0.2859101816935209;0.0;0.6152141802067946;1.0;0.0;0.8;0.0;extrovert
306ED3F7-A3A0-41DC-BDC8-420AEFE1DE6B;0.8931533411548309;0.8275434243176178;0.9254859611231102;0.8296751536435469;0.9630973986690865;0.8668941979522184;0.9777777777777777;0.9743589743589743;0.779291553133515;0.8035874439461884;0.9511653718091011;extrovert
8026D892-7773-43D9-AE24-214390AB0EF8;0.8874001758911501;0.9542168674698795;0.9290240811153359;0.9701986754966887;0.9567034935801733;0.9206598586017283;0.6121212121212121;0.9680365296803654;0.9918200408997955;0.8604538870111057;0.8958233317330773;extrovert
103CEEC1-D5CE-4FD2-A9F9-9921751F8905;0.6698393648062986;0.8416666666666667;0.6530172413793103;0.8422515635858234;0.9041591320072333;0.0;0.8140900195694717;0.8140900195694717;0.8140900195694717;0.8150175987485334;0.4885126964933494;extrovert
5B97F1B2-B0C2-4A77-9281-E5B79ED072C3;0.5539550850744308;0.6000000000000001;0.1998640380693406;0.9333333333333333;0.91671388101983;0.6666666666666667;0.0;0.0;0.3999999999999999;0.6150627615062761;0.4999999999999999;extrovert
99C051AB-AA92-4BDD-9BC6-78753DB5CC1A;0.6741095877010215;0.9122401847575058;0.3978819969742814;0.9121387283236994;0.716946842344389;0.0;0.6176084099868594;0.0;0.8538961038961039;0.8917894736842105;0.944271065537227;extrovert
A0A9874F-F98A-42F9-AD94-CB6D3ABD1C67;0.6180851187020753;0.9102316602316602;0.6099137931034483;0.5362880886426593;0.9216695254431104;0.9219047619047619;0.0;0.5985130111524164;0.5985130111524164;0.7578749412317819;0.2867981790591807;extrovert
2CFC1263-4291-4BC9-8EA5-854C9450E03F;0.8545188071594244;0.8699397071490095;0.9993585631815266;0.9235100891600188;0.8890010090817356;0.9912087912087912;0.4226804123711341;0.7454545454545454;0.7178393745557925;0.7544303797468355;0.9860215053763441;extrovert
68639A25-4257-4689-8102-530EFEE26A55;0.7683452595638051;0.5345794392523364;0.6277021617293834;0.9857697283311773;0.9557270511779041;0.4305326743547502;0.8132780082987552;0.0;0.8138408304498269;0.8138408304498269;0.9853321829163072;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;0.9082160277925531;0.9335793357933578;0.9266174554928355;0.9330872173511767;0.8192708333333334;0.8440221694378465;0.9493243243243243;0.8844720496894409;0.7041666666666666;0.9735159817351599;0.8863109048723898;extrovert
4B8C4877-1D62-47FD-97B3-78B1997F0B4E;0.8704104075102315;0.8973561430793157;0.9195849546044098;0.8130511463844797;0.9006033661479835;0.9976544175136826;0.7135678391959799;0.7135678391959799;0.8728717366628831;0.8728717366628831;0.8485936564931179;extrovert
EFAC7D85-0277-481D-A7D1-A1A3DA5E80E5;0.8619848570047874;0.7773049645390071;0.7817896389324961;0.8627980206927575;0.9312931293129313;0.9708920187793427;0.9126984126984126;0.5876288659793814;0.6882106523040095;0.6882106523040095;0.9708920187793427;extrovert
3382610E-CEBE-4A92-88A0-623A5FB2EDB1;0.915463384569491;0.99644128113879;0.8789041095890411;0.9988331388564761;0.839459629280553;0.9953846153846153;0.9444444444444445;0.39160839160839167;0.9924324324324324;0.8363636363636364;0.8338762214983715;extrovert
E7D8ACFD-2D88-4C2B-9683-493A69B0A6A3;0.8464830374572517;0.9553641346906813;0.9799196787148594;0.7343086361491269;0.9796269727403156;0.6253521126760564;0.7551020408163266;0.5362637362637361;0.6398601398601399;0.9535382416011436;0.7886524822695036;extrovert
5687DDE7-71DE-403A-B6B7-96E370720689;0.8501040624967046;0.8770353733857383;0.9067599067599067;0.8352868599629858;0.9124162802679032;0.5009633911368017;0.9674418604651163;0.3151515151515152;0.35232067510548526;0.969732246798603;0.8311965811965812;extrovert
8221A58B-5302-46DD-830C-3F93A6968830;0.7573712709647757;0.5934883720930233;0.8395792241946088;0.9348914858096828;0.9937924918711203;0.6100217864923747;0.3294117647058823;0.6428571428571428;0.7759562841530054;0.8169014084507042;0.940883634100809;extrovert
05D6A985-0ECD-413E-AD5A-75A0BB4FF3AC;0.7592487707699653;0.7462068965517241;0.9453836150845254;0.945726356841079;0.9430232558139534;0.0;0.8044198895027624;1.0;0.36656596173212497;0.7462068965517241;0.9430232558139534;extrovert
5FA10739-8744-4D38-9279-244C5756447F;0.8121989874748243;0.5426356589147288;0.7714604236343366;0.988358089120835;0.7501400560224091;0.9887640449438202;0.6781115879828326;0.3928571428571429;0.7730061349693251;0.880805819809737;0.897316219369895;extrovert
9E8F4A60-8411-4248-9263-415550694076;0.8915078517309405;0.5528052805280528;0.9907940161104718;0.964451313755796;0.9476121562952243;0.9665615141955837;0.8454106280193237;0.896551724137931;0.7587548638132295;0.9324406573341448;0.9319872476089266;extrovert
FCA0A05B-32C5-454A-8BCC-970ACB18FF08;0.8400542585539147;0.8029197080291971;0.8918532634587899;0.9373390557939913;0.7957153787299158;0.9652247667514844;0.5512195121951218;0.9856850715746421;0.8123861566484518;0.8419851682829436;0.9341772151898734;introvert
7C988734-53F7-4BF6-AE0C-13DB5FB121FA;0.7259763499269982;0.6483300589390962;0.6222570532915361;0.8810735770476631;0.8694275916644685;0.8755905511811024;0.4463276836158192;0.632183908045977;0.6495901639344263;0.5368763557483731;0.927927927927928;introvert
EF5F8FF3-1F1F-4245-A808-3F713C257D3B;0.6720417269111704;0.6948480845442535;0.7204666990763248;0.9312445604873802;0.9010612803834304;0.7568345323741007;0.0;0.0;0.7806324110671937;0.8260223048327138;0.5458563535911602;extrovert
80657343-26DC-4795-BF32-AC9DD0675A27;0.8019714522806387;0.35597592433362;0.9653233364573571;0.9066079295154185;0.8546913921948519;0.6770237121831562;0.8305084745762712;0.0;0.8263473053892215;0.8308437626160677;0.9947970863683663;extrovert
4EA9BA86-5C26-4595-956B-AE8F6702F6A3;0.5175389187391162;0.0;0.9092395748160261;0.750281214848144;0.9092395748160261;0.0;1.0;1.0;0.714239794278367;0.5715509854327334;0.0;introvert
BE8208F9-6D5A-46A1-A9AB-28F5F3A05866;0.8364619425110564;0.9681355932203389;0.9375;0.8395277656318321;0.7547440028643035;0.7303958177744585;0.655683690280066;0.888283378746594;0.9970501474926254;0.9423778264040846;0.8633308439133682;introvert
CD73441C-A2C7-4DE5-BAE8-F4FC88737432;0.715190953536234;0.8826487845766974;0.7755813953488373;0.8818105616093881;0.0;0.8826487845766974;1.0;1.0;0.0;0.8823693769209277;0.4164687252573238;extrovert
